user_name,user_id,user_age,user_gender,user_province,user_city,user_introduce,comment,comment_id,praise,date,year,month,day,hour,new_user_id,province_name,cut,emotion_score
桑宇鹏syp,1918245711,0,1,510000,510100.0,,希望能拿宝钢奖学金特等奖,6002266451.0,1,2023-11-06 16:38:00,2023,11,6,16,1918245711,四川省,希望 能 拿 宝钢 奖学金 特等奖,0.4844622983627105
闻笛1910,2018964036,0,1,440000,440300.0,,哈哈，眉如远山黛，从来都是用山指代眉。上北下南，眉毛的下面是什么？亏得你哈哈,6002141136.0,10,2023-11-06 09:19:00,2023,11,6,9,2018964036,广东省,哈哈   眉如 远山 黛   从来 都 是 用山 指代 眉   上北下 南   眉毛 的 下面 是 什么   亏得 你 哈哈,0.8107304131321036
晚夏的晚风,384534866,3,2,230000,231000.0,你们永远在我心底,基本一模一样[大哭],6000704811.0,1,2023-11-03 10:56:00,2023,11,3,10,384534866,黑龙江省,基本 一模一样   大哭  ,0.5487751324635932
m墨oYumo,1516661925,20,1,330000,330100.0,,第二段好听,5999689943.0,1,2023-11-01 07:42:00,2023,11,1,7,1516661925,浙江省,第二段 好听,0.4026551763278958
盛安风来,103428963,0,0,0,100.0,嗯？,第一遍听就感觉有种很熟悉的即视感，又专门听了一遍，发现进副歌之前奇数句的每一句歌词的调子都跟柠檬树是对得上，好神奇,5999451561.0,6,2023-10-31 19:02:00,2023,10,31,19,103428963,,第一遍 听 就 感觉 有种 很 熟悉 的 即 视感   又 专门 听 了 一遍   发现 进 副歌 之前 奇数 句 的 每 一句 歌词 的 调子 都 跟 柠檬树 是 对 得 上   好 神奇,0.9999998659922578
传递正能量3_宽容包容大度心量大,1847822190,33,1,430000,430800.0,海纳百川，有容乃大! 心包太虚! 大度能容，容天下难容之事! 祝福大家智慧充满，身心健康，万事如意! 如果有打扰到您，对不起，请原谅!,时光短暂，我们一定要珍惜生命。人间最大的两件事情：一件是生，一件就是死。在生死过程中所有的一切都不是大事情，全部会过去的就不是大事情，只有生是大事情，死是大事情。我们的心要跟宇宙一样大。如果你不做坏事，你经常做好事，那你善的缘分很快就会成熟，好事情很快就会来了,5998080108.0,7,2023-10-28 21:06:00,2023,10,28,21,1847822190,湖南省,时光 短暂   我们 一定 要 珍惜 生命   人间 最大 的 两件 事情   一件 是 生   一件 就是 死   在 生死 过程 中 所有 的 一切 都 不是 大 事情   全部 会 过去 的 就 不是 大 事情   只有 生是 大 事情   死 是 大 事情   我们 的 心要 跟 宇宙 一样 大   如果 你 不 做 坏事   你 经常 做好事   那 你 善 的 缘分 很快 就 会 成熟   好 事情 很快 就 会 来 了,0.999999999855167
火蒂树,246705085,0,0,320000,320200.0,,一本正经的胡说八道，歌词第二句就是“眉南是眼”,5997476494.0,21,2023-10-27 15:57:00,2023,10,27,15,246705085,江苏省,一本正经 的 胡说八道   歌词 第二句 就是   眉南 是 眼  ,0.8427532494875125
她喜欢抹口红,89117924,0,1,0,100.0,,一个人孤单单的下午。。。。。。?,5996974339.0,2,2023-10-26 12:58:00,2023,10,26,12,89117924,,一个 人 孤单单 的 下午  ,0.9618675710200614
仟夏_yZAy,8128563338,23,2,1000000,100.0,,如果觉得像可以扒谱 而不是听着像好吗,5996922237.0,6,2023-10-26 09:40:00,2023,10,26,9,8128563338,,如果 觉得 像 可以 扒 谱   而 不是 听 着 像 好 吗,0.46472442808373426
鹤顶红_D5CB,8217458247,0,0,230000,231100.0,,？这干啥呢,5996327966.0,0,2023-10-24 21:21:00,2023,10,24,21,8217458247,黑龙江省,  这干 啥 呢,0.25210084033613434
泉台歧路,1745223062,0,1,0,100.0,宁如飞萤赴火 不作樗木长春,太喜欢了……,5995518681.0,5,2023-10-23 00:15:00,2023,10,23,0,1745223062,,太 喜欢 了  ,0.5233886390303538
唯剑与雪,4026691768,33,0,1000000,1003500.0,清风来对阵,慕了[流泪][流泪][流泪],5995289468.0,1,2023-10-22 15:20:00,2023,10,22,15,4026691768,,慕了   流泪   流泪   流泪  ,0.9790367933279501
Carina-QAQ,318120917,0,2,440000,440300.0,,感谢日推??,5995285702.0,1,2023-10-22 15:10:00,2023,10,22,15,318120917,广东省,感谢 日 推  ,0.37670492521514587
南瓜米糊_,113662806,27,1,150000,150100.0,,这首是唱了！,5995247043.0,2,2023-10-22 13:23:00,2023,10,22,13,113662806,内蒙古自治区,这首 是 唱 了  ,0.9107413554384887
不老梦不良人,1753216272,20,1,430000,430400.0,超世之才，不拔之志。,惊风一时起，惊梦在此间。,5994909897.0,2,2023-10-21 20:12:00,2023,10,21,20,1753216272,湖南省,惊风 一时 起   惊梦 在 此间  ,0.9650073179700445
唯剑与雪,4026691768,33,0,1000000,1003500.0,清风来对阵,我有一个大胆的想法，临姐最近听的歌会不会就是演唱会上要唱的[奸笑],5994609533.0,5,2023-10-21 02:40:00,2023,10,21,2,4026691768,,我 有 一个 大胆 的 想法   临姐 最近 听的歌 会 不会 就是 演唱会 上要 唱 的   奸笑  ,0.9939006331585087
晚霞_火云下_萤火丛中_玩耍,397820589,33,1,440000,440500.0,,开头 是lemon tree？,5993908031.0,9,2023-10-19 16:53:00,2023,10,19,16,397820589,广东省,开头   是  ,0.7567567567567567
默阁主人,543728093,0,0,620000,620700.0,,“山是眉聚峰，水是眼波横。”,5993874560.0,8,2023-10-19 15:00:00,2023,10,19,15,543728093,甘肃省,  山是 眉聚峰   水是 眼波 横  ,0.867374366239992
梧地,306732085,0,1,440000,440500.0,,就春与青春同照面那句节奏一样，其他还好,5992812965.0,0,2023-10-17 12:04:00,2023,10,17,12,306732085,广东省,就 春 与 青春 同 照面 那句 节奏 一样   其他 还好,0.9976428670174132
梧地,306732085,0,1,440000,440500.0,,春与青春同照面这段节奏一样，其他不同,5992810508.0,0,2023-10-17 12:03:00,2023,10,17,12,306732085,广东省,春 与 青春 同 照面 这 段 节奏 一样   其他 不同,0.9975559033638884
神权在我手,108551366,36,1,230000,230200.0,,以为是玄觞唱的,5992422156.0,1,2023-10-16 17:25:00,2023,10,16,17,108551366,黑龙江省,以为 是 玄觞 唱 的,0.8507885407374197
pappercut,490986245,33,1,230000,230100.0,许酒亦当平许愁,认证+1，确实搜不到,5992230684.0,0,2023-10-16 11:16:00,2023,10,16,11,490986245,黑龙江省,认证   确实 搜 不到,0.4208501622562304
pappercut,490986245,33,1,230000,230100.0,许酒亦当平许愁,1987我不知会遇见你,5992199723.0,2,2023-10-16 09:40:00,2023,10,16,9,490986245,黑龙江省,  我 不知 会 遇见 你,0.6015348761989847
今日宜告白,368927171,0,2,0,100.0,那时正逢扬州三月桃花铺满路,真是荒唐，假是缠绵～揉乱琵琶弦～,5992175345.0,2,2023-10-16 07:43:00,2023,10,16,7,368927171,,真是 荒唐   假是 缠绵 ～ 揉 乱 琵琶 弦 ～,0.3627391255446547
我要喝番茄汤,543144064,0,2,0,100.0,,跟柠檬树前面开头那部分相似，还和李宇春一首歌曲更像了，忘记叫啥了,5991989816.0,0,2023-10-15 21:13:00,2023,10,15,21,543144064,,跟 柠檬树 前面 开头 那 部分 相似   还 和 李宇春 一首 歌曲 更 像 了   忘记 叫 啥 了,0.9998920824675606
天將明YS,3397994055,21,1,460000,469032.0,一生奔赴一场大无畏梦境，世人轻慢或艳羡着你。,对的，就是眼,5991299965.0,1,2023-10-14 14:43:00,2023,10,14,14,3397994055,海南省,对 的   就是 眼,0.5443786982248525
烛棠,1310798736,0,2,420000,420100.0,,上北下南，我猜眉南边指的是眼吧，歌词也暗示了，眼北面、眉南边，还有眉南一双思梦眼,5991141374.0,2,2023-10-14 04:32:00,2023,10,14,4,1310798736,湖北省,上北下 南   我 猜眉 南边 指 的 是 眼 吧   歌词 也 暗示 了   眼 北面   眉 南边   还有 眉南 一双 思梦眼,0.9993838287631052
烛棠,1310798736,0,2,420000,420100.0,,上北下南，眉南边这里指的是眼吧，歌词里也暗示了，眼北面、眉南边，还有眉南边思梦眼,5991143824.0,24,2023-10-14 04:30:00,2023,10,14,4,1310798736,湖北省,上北下 南   眉 南边 这里 指 的 是 眼 吧   歌词 里 也 暗示 了   眼 北面   眉 南边   还有 眉 南边 思梦眼,0.9990121681992193
暮色对饮茶,7828819371,20,1,340000,341100.0,我生已悦我，而非他人所困。,欣鞍词真有意思,5990583919.0,4,2023-10-12 23:21:00,2023,10,12,23,7828819371,安徽省,欣鞍词 真 有意思,0.9442312514143717
唯浅而已,322587839,0,2,440000,440100.0,喜欢就抓紧,玉生烟？,5990075670.0,1,2023-10-12 09:14:00,2023,10,12,9,322587839,广东省,玉生烟  ,0.5956684280537926
#NAME?,559379774,21,1,0,100.0,,这个调怎么那么熟,5989962251.0,2,2023-10-11 23:43:00,2023,10,11,23,559379774,,这个 调 怎么 那么 熟,0.18287040871837834
醒来酿一壶春愁,634545201,24,1,410000,410400.0,最擅长让人失望,百度没搜到,5989702351.0,2,2023-10-11 10:58:00,2023,10,11,10,634545201,河南省,百度 没 搜到,0.22202207002163155
白夏天星,132541273,0,2,340000,341300.0,,一看到银临我就知道要收藏了[色],5989406319.0,3,2023-10-10 17:30:00,2023,10,10,17,132541273,安徽省,一 看到 银临 我 就 知道 要 收藏 了   色  ,0.4329402701089281
uiliuilibb怪,3237420515,16,1,370000,370200.0,,先曲后词 这词已经很绝了,5989154174.0,13,2023-10-09 23:20:00,2023,10,9,23,3237420515,山东省,先曲后 词   这词 已经 很绝 了,0.910857508767555
uiliuilibb怪,3237420515,16,1,370000,370200.0,,细品歌词 总感觉不对劲 但又说不出 有一种很愉悦的 放纵的 极乐的美,5989149342.0,31,2023-10-09 23:16:00,2023,10,9,23,3237420515,山东省,细品 歌词   总 感觉 不对劲   但 又 说不出   有 一种 很 愉悦 的   放纵 的   极乐 的 美,0.9992891140905034
鸣繁,1964879193,19,2,360000,360100.0,最是人间留不住，朱颜辞镜花辞树,很上头,5988745323.0,1,2023-10-08 22:54:00,2023,10,8,22,1964879193,江西省,很 上头,0.6497584235794808
鸣繁,1964879193,19,2,360000,360100.0,最是人间留不住，朱颜辞镜花辞树,好喜欢这首,5988746233.0,1,2023-10-08 22:53:00,2023,10,8,22,1964879193,江西省,好 喜欢 这首,0.8654718239195106
青提和草莓跳圆舞曲,4960511947,0,0,420000,420100.0,?a va？,一首歌里有一句旋律相似都可以认定抄袭吗，这样还要怎么创作？把世界上所有的歌听一遍再写吗？,5988424127.0,3,2023-10-08 12:14:00,2023,10,8,12,4960511947,湖北省,一首歌 里 有 一句 旋律 相似 都 可以 认定 抄袭 吗   这样 还要 怎么 创作   把 世界 上 所有 的 歌 听 一遍 再 写 吗  ,0.9978695064690933
汞79,494219631,0,1,1000000,1000900.0,,走位走位看不见……,5988354349.0,1,2023-10-08 07:46:00,2023,10,8,7,494219631,,走位 走位 看不见  ,0.25591646595163564
暮雷安哥,1414289026,0,1,420000,420100.0,,谁问你了（???）,5987277128.0,0,2023-10-05 21:47:00,2023,10,5,21,1414289026,湖北省,谁 问 你 了  ,0.31219512195121946
Cy1124q,1353372497,23,1,230000,230100.0,77777,像这像那 我看我和你叠也挺像[多多调皮],5987202313.0,0,2023-10-05 19:35:00,2023,10,5,19,1353372497,黑龙江省,像 这 像 那   我 看 我 和 你 叠 也 挺 像   多多 调皮  ,0.9684759418103346
籽书道之,555666136,23,2,410000,410200.0,明天是个好天气呢,从早上醒过来到现在，脑海里一直回响这首歌的旋律?……,5986960873.0,2,2023-10-05 09:48:00,2023,10,5,9,555666136,河南省,从 早上 醒过来 到 现在   脑海 里 一直 回响 这 首歌 的 旋律  ,0.9299421714396768
所谓强颜,435937952,0,0,310000,310101.0,人生何处不相逢呢,原来不止我一个人这么想,5986884201.0,0,2023-10-05 02:08:00,2023,10,5,2,435937952,上海市,原来 不止 我 一个 人 这么 想,0.716294179322042
所谓强颜,435937952,0,0,310000,310101.0,人生何处不相逢呢,有一句调子好像lemon tree,5986887768.0,33,2023-10-05 02:07:00,2023,10,5,2,435937952,上海市,有 一句 调子 好像  ,0.6819008314762236
昔时若梦,8805905804,0,2,0,100.0,,大佬真历害！,5986728634.0,0,2023-10-04 21:27:00,2023,10,4,21,8805905804,,大佬 真 历害  ,0.8592718613422428
松子青柠,7793515302,0,2,340000,341500.0,天上宫阙琉璃，甚星甚宿，神仙何处，可曾听与君许凿凿之语？人间长风万里，何年何月，才见川止山行，相思得寄？雪覆少年矣。,会的,5986642282.0,1,2023-10-04 18:15:00,2023,10,4,18,7793515302,安徽省,会 的,0.5539033457249072
昔时若梦,8805905804,0,2,0,100.0,,我只会－两句[多多捂脸],5986509864.0,0,2023-10-04 12:25:00,2023,10,4,12,8805905804,,我 只会   两句   多多 捂脸  ,0.06336361652489697
昔时若梦,8805905804,0,2,0,100.0,,会背吗？,5986510832.0,0,2023-10-04 12:25:00,2023,10,4,12,8805905804,,会 背 吗  ,0.5635732104754158
昔时若梦,8805905804,0,2,0,100.0,,弟走从军阿姨死 暮去朝来颜色故……,5986506394.0,0,2023-10-04 12:24:00,2023,10,4,12,8805905804,,弟走 从军 阿姨 死   暮去朝来 颜色 故  ,0.029402631931458756
松子青柠,7793515302,0,2,340000,341500.0,天上宫阙琉璃，甚星甚宿，神仙何处，可曾听与君许凿凿之语？人间长风万里，何年何月，才见川止山行，相思得寄？雪覆少年矣。,是哒[可爱],5986504950.0,0,2023-10-04 12:16:00,2023,10,4,12,7793515302,安徽省,是 哒   可爱  ,0.7921244624821236
墨池影斜,333717440,19,1,320000,320600.0,,还有吹梦到西洲[亲亲],5986297462.0,1,2023-10-03 23:30:00,2023,10,3,23,333717440,江苏省,还有 吹梦到 西洲   亲亲  ,0.37718361297598646
昔时若梦,8805905804,0,2,0,100.0,,琵琶行？[多多捂脸],5985980892.0,0,2023-10-03 11:11:00,2023,10,3,11,8805905804,,琵琶行   多多 捂脸  ,0.08771061739763675
昔时若梦,8805905804,0,2,0,100.0,,听第一句的＂去，同去＂总感觉像＂雀，铜雀＂因为本人喜欢一些关于三国的东东就想到了铜雀台[多多捂脸][多多捂脸]总感觉这首歌像在描绘二乔在铜雀台时的各种表现[多多笑哭][多多捂脸],5985980772.0,2,2023-10-03 11:10:00,2023,10,3,11,8805905804,,听 第一句 的 ＂ 去   同 去 ＂ 总 感觉 像 ＂ 雀   铜雀 ＂ 因为 本人 喜欢 一些 关于 三国 的 东东 就 想到 了 铜雀台   多多 捂脸   多多 捂脸   总 感觉 这 首歌 像 在 描绘 二乔 在 铜雀台 时 的 各种 表现   多多 笑 哭   多多 捂脸  ,0.9204189179185321
昔时若梦,8805905804,0,2,0,100.0,,每次听歌看歌词总感觉像在看小说[多多捂脸],5985976168.0,2,2023-10-03 11:05:00,2023,10,3,11,8805905804,,每次 听歌 看 歌词 总 感觉 像 在 看 小说   多多 捂脸  ,0.9559322739207364
盐梭鱼梨,557080114,0,2,0,100.0,“情有独钟的是轻狂年岁，独上高楼宣苍龙来会”——《焦骨》本命银临、子弥、慕寒，墙头不才、司夏、贰婶……,前天在现场听了这首歌，现在还没缓过来，临现在的现场很稳，超级温柔（没错我和临子说话了）,5985586051.0,5,2023-10-02 16:45:00,2023,10,2,16,557080114,,前天 在 现场 听 了 这 首歌   现在 还 没缓 过来   临 现在 的 现场 很稳   超级 温柔   没错 我 和 临子 说话 了  ,0.6203818320406178
Mantle-地幔,6404902847,24,1,810000,810100.0,我用尽一生，换你流星不落,偶然听到这首歌，居然是银临的，仿佛回到了多年前听古风歌的时候,5985266241.0,3,2023-10-01 23:19:00,2023,10,1,23,6404902847,香港特别行政区,偶然 听到 这 首歌   居然 是 银临 的   仿佛 回到 了 多年 前 听 古风 歌 的 时候,0.9851373419459434
真的挺狗的,8619349681,28,1,370000,370100.0,,这么好听评论不应该这么少,5984958430.0,2,2023-10-01 12:16:00,2023,10,1,12,8619349681,山东省,这么 好听 评论 不 应该 这么 少,0.10601363638052286
结标黑子,3226882711,0,0,0,100.0,,今天在现场听见了银子唱这首,5984832498.0,3,2023-10-01 03:38:00,2023,10,1,3,3226882711,,今天 在 现场 听见 了 银子 唱 这首,0.5015042998297181
西摇晓,565490871,27,2,350000,350200.0,做喜欢的事，永远不嫌晚。,妈耶听了几句就爱的歌,5984121681.0,1,2023-09-29 20:55:00,2023,9,29,20,565490871,福建省,妈耶听 了 几句 就 爱 的 歌,0.8944724431232793
萌男若奔,294763171,33,1,350000,350100.0,,银铃作曲真牛,5983403266.0,1,2023-09-28 17:45:00,2023,9,28,17,294763171,福建省,银铃 作曲 真牛,0.8433121779408059
hohokammua,550706065,0,0,500000,500101.0,,怎么有点像she的一首歌 副歌的地方,5982810745.0,0,2023-09-27 13:46:00,2023,9,27,13,550706065,重庆市,怎么 有点像   的 一首歌   副歌 的 地方,0.7920871673968343
吃豆子的恐龙,18595254,0,1,0,100.0,Warning?Game enthusiast detected??,母带竟然不是穷哥？？？[大哭],5982458276.0,1,2023-09-26 17:50:00,2023,9,26,17,18595254,,母带 竟然 不是 穷哥   大哭  ,0.7843057629819147
你的小橘猫哦,2020211055,22,2,610000,610400.0,海压竹枝低复举，风吹山角晦还明。,风月之人，眼波如秋一弯水，浅笑似漫天桃花，眉目含情而不入心。红帐翻飞，一时情动，只谈今夜不论明夕。不为情困，心自潇洒！,5982091729.0,3,2023-09-25 20:45:00,2023,9,25,20,2020211055,陕西省,风月 之 人   眼波 如秋 一弯水   浅笑 似 漫天 桃花   眉目 含情 而 不入 心   红帐 翻飞   一时 情动   只谈 今夜 不论 明夕   不为 情困   心自 潇洒  ,0.9997707000881662
不老梦不良人,1753216272,20,1,430000,430400.0,超世之才，不拔之志。,恍惚抬眼处，君在眉南边。,5980347760.0,7,2023-09-22 19:55:00,2023,9,22,19,1753216272,湖南省,恍惚 抬眼处   君 在 眉 南边  ,0.9279368878540257
失眠的凉茶,272769010,23,1,450000,450700.0,不知今昔是何年，终弃滑稽盾离去。愿守夜圣火长存，永夜灾祸已破晓，已无本尊必行事，作那寒江上的乘舟渔翁，作那谈看红尘事者，作那无言候爱的痴子，作那山水之间的茶客，作那天地逍遥自由人?.(*′▽`*)?.曾用ID：凉茶不语，守夜人·返“现实呢？”“现实是逐渐变成了自己曾经最讨厌的人，做着不喜欢的工作，接触着不那么喜欢的人，爱而不得、患得患失……”“…终将消逝的，不是吗？”“…是啊……”“你会变成什么样的人？”“…我会变成薪柴，而你只需要点燃我就好了，我将化作燃尽一切的火焰，带走旧时代的糟粕与恶习，连同那些被同化的人一起，在岁月中死去、消逝、遗忘…”“那些继承了的人呢？”“就交给你了，另一个我…”,哟，来了呢,5980334799.0,1,2023-09-22 19:22:00,2023,9,22,19,272769010,广西壮族自治区,哟   来 了 呢,0.5262327818078083
十字星天鹅座,8861277915,0,0,500000,500101.0,,这个首歌写的就是古代风月场所  文化版的 痒,5980117599.0,22,2023-09-22 03:31:00,2023,9,22,3,8861277915,重庆市,这个 首歌 写 的 就是 古代 风月场所   文化版 的   痒,0.990334182480294
十字星天鹅座,8861277915,0,0,500000,500101.0,,这首歌就是写的古代的风月场所  现代的商k  眉南边 眉南面北 这里的眉南边大概意思就是指的让人开心愉悦的地方去 同去 忙忙人间眼 北面 山重山来 取来 风月消遣（好烦人啊  不如来这里快活快活 ）            思愁闹了金銮殿思凡烧了伽蓝院 （皇帝不上朝 和尚不敲钟）      字数限制,5980119200.0,21,2023-09-22 03:13:00,2023,9,22,3,8861277915,重庆市,这 首歌 就是 写 的 古代 的 风月场所   现代 的 商   眉 南边   眉 南面 北   这里 的 眉 南边 大概 意思 就是指 的 让 人 开心 愉悦 的 地方 去   同 去   忙忙 人间 眼   北面   山 重山 来   取 来   风月 消遣   好 烦人 啊   不如 来 这里 快活 快活   思愁 闹 了 金銮殿 思凡 烧 了 伽蓝 院   皇帝 不 上朝   和尚 不 敲钟   字数 限制,0.9999997235109918
bobusha,5056505432,0,2,510000,510100.0,你好，我住在草莓酱压路14号街。,仙品,5979888643.0,2,2023-09-21 16:51:00,2023,9,21,16,5056505432,四川省,仙品,0.7576010659641796
uVuo7,1731159759,16,2,430000,430700.0,,和这首是同个编曲！,5979832460.0,3,2023-09-21 12:57:00,2023,9,21,12,1731159759,湖南省,和 这首 是 同个 编曲  ,0.32590922868206207
狙犀,261822770,33,1,440000,440500.0,沉迷于旧世蓝调。,I'm sitting here in the boring room,5979030258.0,2,2023-09-19 10:23:00,2023,9,19,10,261822770,广东省, ,0.5262327818078083
半阙临黯,1655273681,0,1,430000,430100.0,我推好伟大的一张脸,造谣一张嘴，像谁像谁，我看我和你叠挺像的[憨笑],5978831332.0,7,2023-09-18 21:13:00,2023,9,18,21,1655273681,湖南省,造谣 一 张嘴   像 谁 像 谁   我 看 我 和 你 叠 挺 像 的   憨笑  ,0.9431666369847569
树等花落,577361872,0,1,420000,420100.0,,我就是有这种感觉，好像好久之前听过七朵那首歌有这样的旋律,5978026305.0,0,2023-09-17 02:12:00,2023,9,17,2,577361872,湖北省,我 就是 有 这种 感觉   好像 好久 之前 听过 七朵 那首歌 有 这样 的 旋律,0.9929900012469227
本座没有得中二病,1507335625,0,2,0,100.0,来如雷霆收震怒，罢如江海凝清光,水是眼波横，山是眉峰聚。欲问行人去那边，眉眼盈盈处。,5977421196.0,1,2023-09-15 23:00:00,2023,9,15,23,1507335625,,水是 眼波 横   山是 眉峰 聚   欲 问 行人 去 那边   眉眼 盈盈 处  ,0.45844892912561375
天暖总会困,1988323356,0,2,420000,421100.0,Late cherishing always makes people laugh.,好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听好好听,5977200709.0,1,2023-09-15 13:37:00,2023,9,15,13,1988323356,湖北省,好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听 好好 听,0.9999804169949466
两人乐,566184632,23,1,370000,370600.0,你，,虽然听不懂是什么意思，但是好像唱戏,5976809235.0,1,2023-09-14 14:58:00,2023,9,14,14,566184632,山东省,虽然 听不懂 是 什么 意思   但是 好像 唱戏,0.31685642796456936
宁若公子,62509485,0,0,0,100.0,你/ 幻化的烟霞该如何/ 形容/ 一场梦怕有人/ 惊动,第一句不就是！I'm sitting here in the boring room吗！？,5975680139.0,12,2023-09-11 18:52:00,2023,9,11,18,62509485,,第一句 不 就是   吗  ,0.4015405718063044
南瓜小神,348563390,0,1,330000,331000.0,,1,5975672349.0,0,2023-09-11 18:43:00,2023,9,11,18,348563390,浙江省, ,0.5262327818078083
做梦蛮,404729942,24,2,510000,510900.0,如果有光，请照在我身上幸福的人多我一个，可以吗？,有点有点,5974145906.0,1,2023-09-08 18:44:00,2023,9,8,18,404729942,四川省,有点 有点,0.5262327818078083
熙和月,1535174300,0,1,0,100.0,☆,你觉得古风得怎么古？,5973921577.0,0,2023-09-08 04:38:00,2023,9,8,4,1535174300,,你 觉得 古风 得 怎么 古  ,0.8271826102920773
熙和月,1535174300,0,1,0,100.0,☆,建议还是拿证据说话哦,5973924115.0,0,2023-09-08 04:33:00,2023,9,8,4,1535174300,,建议 还是 拿 证据 说话 哦,0.30738916149304785
青袂-婉约,55496567,31,0,320000,320100.0,青袂-婉约,我也最爱这一段,5973795053.0,0,2023-09-07 22:58:00,2023,9,7,22,55496567,江苏省,我 也 最 爱 这 一段,0.8806188775934782
醉捻红尘,273952828,0,2,330000,330300.0,,真的！！！我的耳朵只爱他们这一帮古早人[流泪]一听就是这个味儿[流泪][流泪][流泪],5973471065.0,0,2023-09-07 06:49:00,2023,9,7,6,273952828,浙江省,真的   我 的 耳朵 只爱 他们 这 一帮 古早 人   流泪   一听 就是 这个 味儿   流泪   流泪   流泪  ,0.9997152024117164
山水华庭记相思,1524397094,0,2,0,100.0,Can't find,文言文也有名词做动词的，而且千里共婵娟和与月婵娟的婵娟词性应该是一样的,5973364498.0,17,2023-09-06 23:01:00,2023,9,6,23,1524397094,,文言文 也 有 名词 做 动词 的   而且 千里 共 婵娟 和 与 月 婵娟 的 婵娟 词性 应该 是 一样 的,0.9999993371885177
小菊花杀手,491886326,0,1,310000,310101.0,,不知道为什么，每次听这首歌的手时候都会把新鲜的鲜在脑子里替换成戏曲的xuan,5972709963.0,1,2023-09-05 08:03:00,2023,9,5,8,491886326,上海市,不 知道 为什么   每次 听 这 首歌 的 手 时候 都 会 把 新鲜 的 鲜 在 脑子里 替换成 戏曲 的  ,0.1782562401505513
用户3863187350,3863187350,0,0,110000,110101.0,,我也是有这个感觉，正想问一下呢,5972474858.0,0,2023-09-04 19:17:00,2023,9,4,19,3863187350,北京市,我 也 是 有 这个 感觉   正想 问 一下 呢,0.12957713253469938
丶默丨灬,264487935,37,1,420000,420300.0,谁的等待 恰逢花开 .﹎,找到了[惊恐]SHE的花都开好了，大家感觉一下，高潮部分旋律是不是很像。,5971637106.0,3,2023-09-03 00:37:00,2023,9,3,0,264487935,湖北省,找到 了   惊恐   的 花都 开好 了   大家 感觉 一下   高潮 部分 旋律 是不是 很 像  ,0.9469625689651366
丶默丨灬,264487935,37,1,420000,420300.0,谁的等待 恰逢花开 .﹎,总感觉高潮部分的旋律听过，都是记不清是什么歌了。,5971632251.0,1,2023-09-03 00:29:00,2023,9,3,0,264487935,湖北省,总 感觉 高潮 部分 的 旋律 听过   都 是 记不清 是 什么 歌 了  ,0.9923852003159939
SSSSeyoung,1815515433,0,0,330000,330100.0,,这不柠檬树吗[大哭],5971288534.0,17,2023-09-02 12:51:00,2023,9,2,12,1815515433,浙江省,这 不 柠檬树 吗   大哭  ,0.9962285483722861
兰蕤8,340772658,0,2,0,100.0,,神仙写词,5971061525.0,1,2023-09-02 00:03:00,2023,9,2,0,340772658,,神仙 写词,0.931055858172417
阿然喵喵,70952521,28,2,510000,510100.0,平安，健康，万事如意。愿我爱的人与爱我的人，万事如意，平平安安。,银临老粉 但是我觉得这首很像七朵的玉生烟,5970925377.0,1,2023-09-01 20:43:00,2023,9,1,20,70952521,四川省,银临 老粉   但是 我 觉得 这首 很 像 七朵 的 玉生烟,0.9771420864823609
苏世爱时汐,6375261347,18,2,360000,360100.0,介甫，商君，希文激推，欢迎同好聊，知无不言，言无不尽。,这不是lemon tree的前奏吗？,5970293190.0,2,2023-08-31 17:46:00,2023,8,31,17,6375261347,江西省,这 不是   的 前奏 吗  ,0.34527875471283087
冷冷冷冷啊丶,255153535,27,1,370000,370100.0,你也是来看月亮的嘛,前面听起来像lemon tree[汗],5969613670.0,5,2023-08-30 07:05:00,2023,8,30,7,255153535,山东省,前面 听 起来 像   汗  ,0.4635064841431745
666six_cofj,5046715516,14,1,510000,511000.0,我是一只无所谓 生活索然无味，尸体假扮人类的疯狂野猴且是武功高强的盖世野猴,确实 原来是我不止一个有这种感觉,5969235455.0,0,2023-08-29 13:02:00,2023,8,29,13,5046715516,四川省,确实   原来 是 我 不止 一个 有 这种 感觉,0.7851488462946358
天黑了heng,8099611140,13,1,340000,340200.0,学生党，爱音乐,曲子有点像《广寒瑶》,5968983673.0,0,2023-08-28 22:43:00,2023,8,28,22,8099611140,安徽省,曲子 有点像   广寒 瑶  ,0.8642876307189006
木西栖-,1790647814,19,0,440000,440300.0,,我也觉得，差点就唱出来了哈哈哈,5968663568.0,0,2023-08-28 14:57:00,2023,8,28,14,1790647814,广东省,我 也 觉得   差点 就 唱出来 了 哈哈哈,0.9375749664657044
鸣珂Rachel,4990792968,0,1,0,100.0,,黄黄现场临唱了这首！,5968126189.0,20,2023-08-27 12:37:00,2023,8,27,12,4990792968,,黄黄 现场 临唱 了 这首  ,0.4314609060804653
