user_name,user_id,user_age,user_gender,user_province,user_city,user_introduce,comment,comment_id,praise,date,year,month,day,hour,new_user_id,province_name
祝知离,1957489232,0,2,340000,340800.0,,数学选择真的很重要，哪里弱就刷哪里，不要怕也不要觉得麻烦，真的要刷，我最开始数学就是靠选择题帮了很多忙才给我挣到一百多分的,5599541098.0,0,2022-02-26 06:12:00,2022,2,26,6,1957489232,安徽省
#NAME?,490297479,20,1,360000,360700.0,,我记得winky诗的《松烟入墨》作词就是择荇,5599362812.0,3,2022-02-25 22:38:00,2022,2,25,22,490297479,江西省
凌川Asla,3331531503,33,2,0,100.0,学生音乐人,是,5599348469.0,0,2022-02-25 22:25:00,2022,2,25,22,3331531503,
是江风引雨啊,1792168990,0,0,370000,371100.0,收藏如山倒，听歌如抽丝,太强了，从词到曲到歌手,5599139512.0,2,2022-02-25 17:11:00,2022,2,25,17,1792168990,山东省
Jungjessica,1326905917,0,2,370000,370700.0,,可是陆准爱的是你，无论你怎么说,5598835931.0,1,2022-02-25 01:05:00,2022,2,25,1,1326905917,山东省
o若铃o,477676440,0,2,1000000,1003100.0,,同高三，我是理科生，马上一模，我今天还刚刚做了一个一模抄袭被抓的梦，我最近一次测试也错了好多，我也快崩溃了。但是我们除了坚持，能做的还有什么？坚持不一定有进步，不坚持真的没有进步,5598260019.0,0,2022-02-24 06:43:00,2022,2,24,6,477676440,
唯剑与雪,4026691768,33,0,1000000,1003500.0,清风来对阵,尽力了就好，高考之后不觉得后悔没努力就算圆满了,5596776335.0,0,2022-02-22 09:52:00,2022,2,22,9,4026691768,
皮卡丘暴打哥斯拉,1755191307,0,2,370000,370100.0,,学音乐的就好说了，举个例子，同一个人的一个时期的创作的调性音乐,5596020584.0,1,2022-02-21 07:52:00,2022,2,21,7,1755191307,山东省
zxehleh,294796516,0,0,350000,350100.0,,琉璃3听琉璃[多多大笑],5595702707.0,1,2022-02-20 20:01:00,2022,2,20,20,294796516,福建省
渔川冬,1474766672,20,1,130000,130600.0,吾与汝俱少年，以为虽暂相别，终当久相与处。,努力刷数学题，大半失误来源于能力不足。地理看b站老师解题视频，学习一个思维就可以，把大题模板背一背，见多识广。但是，请真的先学数学，不行就从最基础的默写答案，背诵答案，进而理解答案，我们并没有自己想的那样，真的学会了知识。加油，陌生人,5595057828.0,0,2022-02-19 22:29:00,2022,2,19,22,1474766672,河北省
骨妍痴,1286858142,0,1,450000,451100.0,,懂了。是广东！,6040899526.0,0,2024-01-16 19:49:00,2024,1,16,19,1286858142,广西壮族自治区
花之音及神之弦,67287898,26,2,0,100.0,??????♀?????,好欢快的曲子?,6040485502.0,0,2024-01-15 19:17:00,2024,1,15,19,67287898,
淡墨晨屿,48553311,38,1,450000,451200.0,,与字在这段排比句里是介词。是“气质典雅如风，容貌美丽如月”的意思。后面两句是，“情似海水多，卧有山峦势”，描述花魁情意不绝，身姿婀娜。,6040484377.0,0,2024-01-15 19:07:00,2024,1,15,19,48553311,广西壮族自治区
今古昵称无定据,396454892,23,1,340000,340100.0,异次临倾，步步唯银。,啊？？？？？23年初网易云就有了？？？？？害得我用qq用到现在。,6040405254.0,0,2024-01-15 14:59:00,2024,1,15,14,396454892,安徽省
雨中的歌笙,535824986,0,2,0,100.0,我希望自己以后可以热爱生活，热爱世界，我想养只猫,我也是QAQ,6040023413.0,0,2024-01-14 22:36:00,2024,1,14,22,535824986,
请悄悄变出我最喜欢的人-何何子,1689469856,0,2,0,100.0,清醒 独立 优秀 谨慎 多看好书 少熬夜 少说话  多做自己喜欢的事?,打卡,6039612454.0,1,2024-01-14 13:13:00,2024,1,14,13,1689469856,
祁婴丶,576696537,23,2,220000,220200.0,想看蝴蝶吗.,啊？八竿子打不着啊,6039399005.0,0,2024-01-14 03:28:00,2024,1,14,3,576696537,吉林省
___Sternstunde___,1756325917,21,2,0,100.0,,活用作动词啊 文言文里不是挺多这种用法的吗,6039312027.0,0,2024-01-14 00:50:00,2024,1,14,0,1756325917,
莫得名字的宝宝熊,130802212,0,0,0,100.0,欣欣点灯,终于有了！！！！！,6039010845.0,1,2024-01-13 18:06:00,2024,1,13,18,130802212,
Wangted,50066115,8,0,110000,110101.0,Wish Ziam a happy ending.,是一样的,6038299093.0,0,2024-01-12 11:03:00,2024,1,12,11,50066115,北京市
红叶凝白,3989039230,0,0,110000,110101.0,,上北下南，眉毛南边是眼,6037732227.0,1,2024-01-11 13:36:00,2024,1,11,13,3989039230,北京市
莽臻,284806686,0,0,370000,370100.0,,是啊，那一句完全一样的[汗],6037210622.0,0,2024-01-10 14:53:00,2024,1,10,14,284806686,山东省
强迫自白,564007537,25,0,0,100.0,覆水难收,1150[多多可怜],6036983816.0,1,2024-01-09 23:19:00,2024,1,9,23,564007537,
Ritaz666,365647607,0,0,310000,310101.0,,听了这歌就不由自主地唱起了柠檬树,6036864777.0,2,2024-01-09 19:17:00,2024,1,9,19,365647607,上海市
柚子茶wwww,324392191,25,2,440000,440100.0,,长沙也有我,6036823638.0,0,2024-01-09 17:56:00,2024,1,9,17,324392191,广东省
chorol,2054655718,21,2,330000,330900.0,戴我疯癫冠冕.,真的有意气少年烂漫少女的烂漫氛围,6035156848.0,4,2024-01-07 04:23:00,2024,1,7,4,2054655718,浙江省
柰柰呜呜呜,504035236,0,0,0,100.0,天天开心,好喜欢好喜欢好喜欢,6034901231.0,1,2024-01-06 20:43:00,2024,1,6,20,504035236,
RedGloom,423360728,26,2,510000,510100.0,,李宇春的 1987我不知会遇见你,6034796043.0,0,2024-01-06 17:06:00,2024,1,6,17,423360728,四川省
阿部多瑞卡多希_OLBw宣墨,250956021,28,1,340000,341800.0,,哪里啊,6033516474.0,0,2024-01-04 04:37:00,2024,1,4,4,250956021,安徽省
团子捕捉大队,310062345,24,2,110000,110101.0,,我咋觉得这个曲哪里听过？,6033354553.0,0,2024-01-03 21:53:00,2024,1,3,21,310062345,北京市
淡然的粉色辣椒,1935184178,0,0,0,100.0,江湖有花无忧  陪在少年左右,眉南边,6033069465.0,3,2024-01-03 14:23:00,2024,1,3,14,1935184178,
#NAME?,532977457,33,1,410000,410100.0,,轻歌曼舞，尽显风流！,6033034668.0,1,2024-01-03 12:39:00,2024,1,3,12,532977457,河南省
--泬漻--,1837923497,0,1,0,100.0,？,听来听去这么多年，还是感觉这种古风更有韵味……[流泪],6030229226.0,14,2023-12-29 17:13:00,2023,12,29,17,1837923497,
逢夜雪,436034317,0,0,0,100.0,,喜欢,6030208722.0,1,2023-12-29 16:25:00,2023,12,29,16,436034317,
下垫面是柏油马路,2010180343,19,2,1000000,1010000.0,好提胆闯人海,捉,6030123066.0,0,2023-12-29 11:37:00,2023,12,29,11,2010180343,
渝白_Y,6366414536,15,2,610000,610100.0,不渝,不知道为什么，每次听银临的歌，都会想到刘诗诗的脸??,6029927045.0,4,2023-12-28 23:17:00,2023,12,28,23,6366414536,陕西省
sFU-eiwmlf,1605915536,17,2,540000,540100.0,永不枯竭的，可再生，可填充，可交换。,雾里看花,6029765353.0,1,2023-12-28 18:53:00,2023,12,28,18,1605915536,西藏自治区
用户5000696511,5000696511,0,0,450000,451000.0,,无限循环,6029623156.0,1,2023-12-28 16:29:00,2023,12,28,16,5000696511,广西壮族自治区
am阿默o,272048376,22,2,510000,510700.0,,词好,6028805565.0,2,2023-12-27 02:12:00,2023,12,27,2,272048376,四川省
步解尘,4027232364,0,2,340000,340100.0,刘彻茂陵多滞骨，嬴政梓棺费鲍鱼。,婵娟原来形容女子曼妙的姿态，后来用来代指月亮,6027893443.0,2,2023-12-25 19:25:00,2023,12,25,19,4027232364,安徽省
祈春归也,604677887,24,2,370000,370300.0,,第一句lemon tree,6027760256.0,4,2023-12-25 13:32:00,2023,12,25,13,604677887,山东省
我將埋葬眾神,1829944517,28,1,320000,320900.0,人活着本没有意义，但只有活着就会碰到很多有趣的事，就像你发现了花，而我发现了你一样,照片：一张去年自己的照片bgm：蓝色文案：我试着抄袭以前的自己 却发现半点不像逆转时间的公式：￥=×?+0.9x(N-×?xsin(axrxx） 如果n能算尽则该等式成立 且时空跳跃 回到过去拥抱自己,6026466222.0,3,2023-12-23 11:40:00,2023,12,23,11,1829944517,江苏省
年華T1me,259126804,0,1,0,100.0,陪?伴?是?一?种?沉?默?的?温?柔??,这首歌用柔美古风旋律和风花雪月般浪漫歌词，营造了一个美丽“花魁”女子对美好爱情的想象与憧憬，如诗如画，如梦似幻。,6025741851.0,4,2023-12-21 21:58:00,2023,12,21,21,259126804,
一枚银子,614389625,26,1,140000,140700.0,银为有你，天涯比临(*?︶?*).。.:*?,伴奏才好听呢,6025313748.0,1,2023-12-20 23:26:00,2023,12,20,23,614389625,山西省
千秋是个小朋友,6414576476,0,0,120000,120101.0,多情种，无情人,长沙场，我在现场,6025293031.0,0,2023-12-20 22:56:00,2023,12,20,22,6414576476,天津市
为什么君瞎,1322040997,0,1,0,100.0,从此无心爱良夜，任他明月下西楼。,山是眉峰聚，水是眼波横。所以山的那边，海的那边为什么不可以是眉南边？,6025119156.0,1,2023-12-20 16:49:00,2023,12,20,16,1322040997,
千秋是个小朋友,6414576476,0,0,120000,120101.0,多情种，无情人,人家银临现场都说了，就是眼睛[奸笑],6025081945.0,0,2023-12-20 15:10:00,2023,12,20,15,6414576476,天津市
棠花吹雪,532109807,0,0,610000,610100.0,,各位喜欢银临的友友没必要在评论区攻击别人，这首的确有点像。让个不听音乐的人也会觉得很像。别人说像，也没啥，只要没说抄袭，也没必要攻击别人。撞车算巧合很正常，扒谱没抄就完事了。临姐本来就小众，我也不听别的歌，去年的时候酷狗评论区就有人说，时间会给答案的。,6024883244.0,6,2023-12-20 06:33:00,2023,12,20,6,532109807,陕西省
弃天之帝之天弃,420994072,29,0,500000,500101.0,一个人来，一个人去；一个人走，一个人停。,此曲甚得吾心,6024475767.0,1,2023-12-19 16:02:00,2023,12,19,16,420994072,重庆市
斑斑deer呀,6300895329,20,1,110000,110101.0,,6,6023908088.0,1,2023-12-18 10:16:00,2023,12,18,10,6300895329,北京市
慕烟-_-,8060075400,0,0,110000,110101.0,,调也好听，词也好听，声也好听！都是高手,6023517710.0,2,2023-12-17 14:25:00,2023,12,17,14,8060075400,北京市
二氧化没,3228560561,0,0,0,100.0,first love.,要一百个春天身死，蝴蝶才能忘却相思。,6023494295.0,3,2023-12-17 13:28:00,2023,12,17,13,3228560561,
洛书途,449721227,0,2,370000,370100.0,,第一句歌词我每次都能联想到春雨惊春清谷天（）,6023424145.0,3,2023-12-17 10:25:00,2023,12,17,10,449721227,山东省
Ludwigder16,483792762,0,2,370000,370100.0,,开头是lemon tree？[西西疑问],6022980532.0,6,2023-12-16 13:53:00,2023,12,16,13,483792762,山东省
Nifflers_Coin,1570399895,21,2,1000000,1003100.0,,lemon tree～?,6022820759.0,1,2023-12-16 02:23:00,2023,12,16,2,1570399895,
风淡云也轻,91671710,0,1,0,100.0,出淤泥而不染，濯清涟而不妖。,第一句曲很熟悉,6022756259.0,2,2023-12-16 00:11:00,2023,12,16,0,91671710,
小柒妖孽,501017283,22,1,330000,330100.0,于万人中万幸得以相逢,MV哪去了？？？,6022729626.0,1,2023-12-15 23:45:00,2023,12,15,23,501017283,浙江省
我把民政局搬来和美女结婚,1912032642,16,2,320000,320100.0,My affections and wishes have not changed.,学校放的起床铃，当时听就感觉是银临的，但之后死活没找到，结果今天在日推找到,6022531602.0,5,2023-12-15 16:24:00,2023,12,15,16,1912032642,江苏省
向日葵_Alina,8539046836,0,0,330000,330200.0,,对，调很像,6022530214.0,1,2023-12-15 16:15:00,2023,12,15,16,8539046836,浙江省
hero米浴,2128322394,0,2,0,100.0,永远喜欢友利奈绪初音梦女 葱门永存,好喜欢,6022481755.0,1,2023-12-15 13:51:00,2023,12,15,13,2128322394,
facetoD,533852,0,0,0,100.0,冲天遥控车,与风同雅的风和雅都是诗经，月和婵娟也都是月，前面同事物，后面同事物。后面的雅和婵娟又各有指代的意思。意上是工整的。某以为这样写美且更有思绪发散的空间。缠绵一词缺了意思上的工整，也局限了听者的思考。当然，中文之美是各有各的欣赏层面，无意强加，只是看到了啰嗦几句。[心心],6022365188.0,0,2023-12-15 07:27:00,2023,12,15,7,533852,
Empire余晖丿,586337688,25,1,130000,130800.0,,换世门生画江湖主题曲很像,6022175323.0,2,2023-12-14 21:44:00,2023,12,14,21,586337688,河北省
除夜思x,378950857,0,2,0,100.0,,应该是眼睛吧，银子有一次音乐会也说，眉南边是眼睛，你们都在我的眼睛里,6021044238.0,2,2023-12-13 15:44:00,2023,12,13,15,378950857,
为什么君瞎,1322040997,0,1,0,100.0,从此无心爱良夜，任他明月下西楼。,谁说的是真的呢？谁说的又是假的呢？人去某个地方，人去谁的眼睛里，都是没有问题的。因为人各有各有的人生际遇，所以人各有各的理解。较真，就着相了。,6020656311.0,2,2023-12-12 22:38:00,2023,12,12,22,1322040997,
Enjoy-Von,2140333736,0,0,0,100.0,,楼主的名字[大哭][大哭]太呼应此情此景了,6020585982.0,1,2023-12-12 21:11:00,2023,12,12,21,2140333736,
Enjoy-Von,2140333736,0,0,0,100.0,,"没胡说八道[呆]最后一句歌词是""人去眉南边""，说明词作是在双关义。",6020582708.0,4,2023-12-12 21:10:00,2023,12,12,21,2140333736,
皎迢,1503194136,0,0,610000,610100.0,永远不停止思考,好久没有遇到值得单曲循环的歌了,6020573458.0,12,2023-12-12 20:52:00,2023,12,12,20,1503194136,陕西省
绝美花怜,1618943912,0,0,0,100.0,读云村乐评，品百味人生。,月初的歌月末推给我[头秃],6020577978.0,1,2023-12-12 20:50:00,2023,12,12,20,1618943912,
减肥成功哈哈哈哈哈,3925906588,0,2,360000,360700.0,,好好听啊！！！越听越喜欢好吗,6019877252.0,1,2023-12-11 09:35:00,2023,12,11,9,3925906588,江西省
一只小黑狼,603859341,20,2,220000,220800.0,,柠檬树,6019510488.0,0,2023-12-10 15:24:00,2023,12,10,15,603859341,吉林省
飞光飞光--,303528441,0,2,0,100.0,,我也最喜欢这一段！,6019428529.0,1,2023-12-10 12:18:00,2023,12,10,12,303528441,
木兰舟,32874609,29,1,230000,230700.0,,网易这边MV竟然还没上,6017726064.0,1,2023-12-07 08:26:00,2023,12,7,8,32874609,黑龙江省
yy-yyy__,1470529167,0,0,0,100.0,,1105[多多比耶],6017286724.0,1,2023-12-06 14:53:00,2023,12,6,14,1470529167,
余己一人,532531460,0,2,0,100.0,于万人中万幸得以相逢,真的很喜欢眉南边这首歌,6016413894.0,2,2023-12-04 22:11:00,2023,12,4,22,532531460,
幽白黑乌云,286295634,0,2,0,100.0,词作。完整词作作品见歌单，主页显示不全，只关注私信的话其实很多歌也不会发私信的_(:з」∠)_,他本来就不是词作啊。。。他是作编曲（另外即使没有灰原穷银临也不会喜欢你的哦，别酸啦）,6016155452.0,6,2023-12-04 10:35:00,2023,12,4,10,286295634,
腹黑的死亡领主,44722132,0,0,620000,620100.0,,原曲是啥来着，很熟悉的一首英文歌,6015503211.0,3,2023-12-03 02:13:00,2023,12,3,2,44722132,甘肃省
明庄郎,1681534287,21,1,610000,610100.0,?哎咦耶咦耶咦耶啊↗?哦↘?，哎咦耶咦耶咦耶啊↗?哦↗?，我恭喜??你发财?，我恭喜??你精彩！最好的请过来?，不好的请走开??，oh礼多人不怪?，我祝???满天下的女孩?，嫁一个好男孩?，俩小口?永远在一块?，我祝，满天下的小孩??，聪明???胜过秀才?，智商??充满你??脑袋?，我祝?，尊敬??的姑奶奶??，三十六圈??的比赛?，气不喘?面容不改?，我祝??，三叔公??的买卖?，生意??扬名四海??，财运亨通?住豪宅?，大摇?大摆?，乐天替你消灾???♂?，恭喜～发财?，要喊得?够豪迈??,谢谢提醒，我说咋听着这么耳熟呢?,6015230943.0,3,2023-12-02 18:12:00,2023,12,2,18,1681534287,陕西省
乌墨玄,1354626588,0,1,620000,620100.0,,除了前几句呢喃的第一句好像lemon tree啊[大哭],6014779618.0,16,2023-12-01 20:30:00,2023,12,1,20,1354626588,甘肃省
梦璃么么哒,75685939,0,1,530000,530100.0,双鱼高三狗,灰原穷也没写过词啊,6013671615.0,3,2023-11-29 20:56:00,2023,11,29,20,75685939,云南省
失忆的蜉蝣,476717660,0,0,530000,530600.0,,扒了，lemon tree开头的谱是33366225，这首歌贯通始末的一句谱是33666622255,6013567693.0,8,2023-11-29 16:23:00,2023,11,29,16,476717660,云南省
我是娮,8134499913,0,0,610000,610100.0,,瞧瞧哈，这个，某某宗很合适，ai选妃也很合适,6012959098.0,2,2023-11-28 09:49:00,2023,11,28,9,8134499913,陕西省
我是娮,8134499913,0,0,610000,610100.0,,感觉这讲的不是那啥女，是海王,6012958451.0,2,2023-11-28 09:48:00,2023,11,28,9,8134499913,陕西省
Ulysses1902,1551574391,0,1,330000,330300.0,,我去终于想起来那几段的旋律像哪首歌了，谢谢兄弟,6012772488.0,1,2023-11-27 22:12:00,2023,11,27,22,1551574391,浙江省
千秋是个小朋友,6414576476,0,0,120000,120101.0,多情种，无情人,长沙场的小伙伴，咱们有福利，你们记得吗？银临说了，咱们都在她的眉南边哦～[亲亲][亲亲],6012638943.0,10,2023-11-27 16:14:00,2023,11,27,16,6414576476,天津市
慕竹容,346486286,28,1,230000,230100.0,,灰原穷江郎才尽了，这首歌的词不是那小子写的了！！哈哈哈哈哈哈！！！,6011585579.0,4,2023-11-25 15:01:00,2023,11,25,15,346486286,黑龙江省
书包上的猪,1649567134,0,2,350000,350900.0,,Lemon tree哈哈哈,6011586341.0,2,2023-11-25 14:59:00,2023,11,25,14,1649567134,福建省
我是娮,8134499913,0,0,610000,610100.0,,哈哈哈哈哈哈哈哈哈哈哈哈哈,6011107289.0,0,2023-11-24 18:08:00,2023,11,24,18,8134499913,陕西省
由潸,562943299,0,2,0,100.0,这里由潸（shān），微博同名，B站id由潸泪，爱发电id由潸。主厨术力口。感谢相遇。,临子姐还真唱过痒……不过没发在平台,6011079754.0,1,2023-11-24 16:56:00,2023,11,24,16,562943299,
林扶风,118802146,0,2,0,100.0,我曾踏月而来,lemon tree,6010475431.0,1,2023-11-23 16:37:00,2023,11,23,16,118802146,
穆鸢飞,3880539752,0,2,620000,620100.0,,颀鞍词的对仗是真的舒服（极爱《西施江南》的小银子举手）,6010419779.0,4,2023-11-23 13:19:00,2023,11,23,13,3880539752,甘肃省
许明月是大小姐,308366303,0,2,430000,430100.0,谢谢你呀，让我能够在你的生命里留下痕迹,长沙也有我,6010387787.0,1,2023-11-23 11:30:00,2023,11,23,11,308366303,湖南省
千秋是个小朋友,6414576476,0,0,120000,120101.0,多情种，无情人,我发现，平时不听的歌，听完现场，好听一百倍[呲牙],6010378679.0,4,2023-11-23 11:14:00,2023,11,23,11,6414576476,天津市
谢怀宁_,1649824347,22,1,360000,360700.0,我想要用我余生，换夜空繁星闪耀。,长沙有我,6010359327.0,1,2023-11-23 09:52:00,2023,11,23,9,1649824347,江西省
考考考考你个棒棒锤,4019992936,0,1,360000,360100.0,,我也去了长沙,6009942575.0,1,2023-11-22 18:27:00,2023,11,22,18,4019992936,江西省
斐银,424437783,0,2,0,100.0,飞得更高吧,这开头真的很好听，谁懂！,6009860196.0,1,2023-11-22 13:56:00,2023,11,22,13,424437783,
九下豆,569886011,19,2,430000,431000.0,,前面的有点像柠檬树,6009520959.0,1,2023-11-21 18:48:00,2023,11,21,18,569886011,湖南省
末日看海_zzz,1312148647,0,2,0,100.0,偶尔听歌不会唱歌的跑调女孩,今天才认真看这首歌的歌词，好喜欢啊,6009441741.0,1,2023-11-21 13:57:00,2023,11,21,13,1312148647,
1-3月噤声不讨好zhang竖咬字,1313310134,0,0,0,100.0,…,感觉是青楼的歌呢,6009019773.0,2,2023-11-20 14:16:00,2023,11,20,14,1313310134,
1-3月噤声不讨好zhang竖咬字,1313310134,0,0,0,100.0,…,哈哈哈哈哈,6009018077.0,1,2023-11-20 14:16:00,2023,11,20,14,1313310134,
collar101010,1732614705,20,2,430000,430100.0,,对这首本来无感，但是前天听了临姐的现场版，现在彻彻底底爱上了[流泪],6008934290.0,23,2023-11-20 09:36:00,2023,11,20,9,1732614705,湖南省
糸真,1403036997,20,2,230000,230400.0,( ?? ?),好好听好好听好好听！！,6008664897.0,5,2023-11-19 19:26:00,2023,11,19,19,1403036997,黑龙江省
洛笙绫和,1570589750,0,1,0,100.0,,我也是的，回来之后戒断不了，一直在看录像[流泪],6008477065.0,3,2023-11-19 11:29:00,2023,11,19,11,1570589750,
神要喜欢你,585058906,26,1,430000,430100.0,怕你不来,昨天去现场听到噜！！！,6008445356.0,2,2023-11-19 10:12:00,2023,11,19,10,585058906,湖南省
胖小船,132742571,0,1,0,100.0,,真是荒唐，假是缠绵。春秋烂漫，终需惦念。浅伴无奈，笑看人间。,6008338678.0,2,2023-11-19 01:30:00,2023,11,19,1,132742571,
不是奇数的奇,1473753054,0,1,440000,440100.0,,委婉又唯美的中式浪漫，“眉南一双思梦眼”“万水千山*应*看遍”“人去眉南边”（风月山海不及那人入我眼）,6007489354.0,20,2023-11-17 16:06:00,2023,11,17,16,1473753054,广东省
雨道Rachel,1757133278,0,2,110000,110101.0,“如果回忆是美味的草莓蛋糕的话，时间就是做蛋糕需要的砂糖。”,“惟江上之清风，与山间之明月，耳得之而为声，目遇之而成色，取之无禁，用之不竭”,6007351861.0,4,2023-11-17 08:34:00,2023,11,17,8,1757133278,北京市
金小天使_Angel,280003134,0,2,210000,210100.0,神说世界上要有光，于是便有了金,好听,6006626703.0,2,2023-11-15 16:10:00,2023,11,15,16,280003134,辽宁省
USS_CV-5,335483347,0,2,110000,110105.0,北京某不知名财经外语类院校在读，法学doge。 刑法方向。,一本正经胡说八道，文案已经写了眉南是眼看人间,6006597794.0,7,2023-11-15 14:24:00,2023,11,15,14,335483347,北京市
nothing_no-no,3272336820,0,0,0,100.0,大浪拍行都成為漣漪,妙啊,6005824616.0,1,2023-11-14 07:00:00,2023,11,14,7,3272336820,
临清L-CJ,420348691,0,1,420000,421000.0,解不开前世的玲珑，谁在彼岸莞尔提灯。,现场回来就小红心点上[多多耍酷],6004910468.0,1,2023-11-12 09:52:00,2023,11,12,9,420348691,湖北省
_果糖糖_,1758572095,0,2,510000,510100.0,,昨天去现场听到噜！！！,6004901516.0,11,2023-11-12 09:29:00,2023,11,12,9,1758572095,四川省
yichya,63706128,0,1,0,100.0,,现场打卡[多多大笑],6004735811.0,1,2023-11-11 22:56:00,2023,11,11,22,63706128,
Arwenxxxxx,423538010,28,2,420000,421100.0,'野猫子,lemon tree,6004116461.0,3,2023-11-10 19:09:00,2023,11,10,19,423538010,湖北省
是你偷吃我苹果,96543316,0,0,0,100.0,,前半段总是唱到lemon tree 去[大哭],6003395919.0,3,2023-11-09 01:34:00,2023,11,9,1,96543316,
桑宇鹏syp,1918245711,0,1,510000,510100.0,,希望能拿宝钢奖学金特等奖,6002266451.0,1,2023-11-06 16:38:00,2023,11,6,16,1918245711,四川省
闻笛1910,2018964036,0,1,440000,440300.0,,哈哈，眉如远山黛，从来都是用山指代眉。上北下南，眉毛的下面是什么？亏得你哈哈,6002141136.0,10,2023-11-06 09:19:00,2023,11,6,9,2018964036,广东省
晚夏的晚风,384534866,3,2,230000,231000.0,你们永远在我心底,基本一模一样[大哭],6000704811.0,1,2023-11-03 10:56:00,2023,11,3,10,384534866,黑龙江省
m墨oYumo,1516661925,20,1,330000,330100.0,,第二段好听,5999689943.0,1,2023-11-01 07:42:00,2023,11,1,7,1516661925,浙江省
盛安风来,103428963,0,0,0,100.0,嗯？,第一遍听就感觉有种很熟悉的即视感，又专门听了一遍，发现进副歌之前奇数句的每一句歌词的调子都跟柠檬树是对得上，好神奇,5999451561.0,6,2023-10-31 19:02:00,2023,10,31,19,103428963,
传递正能量3_宽容包容大度心量大,1847822190,33,1,430000,430800.0,海纳百川，有容乃大! 心包太虚! 大度能容，容天下难容之事! 祝福大家智慧充满，身心健康，万事如意! 如果有打扰到您，对不起，请原谅!,时光短暂，我们一定要珍惜生命。人间最大的两件事情：一件是生，一件就是死。在生死过程中所有的一切都不是大事情，全部会过去的就不是大事情，只有生是大事情，死是大事情。我们的心要跟宇宙一样大。如果你不做坏事，你经常做好事，那你善的缘分很快就会成熟，好事情很快就会来了,5998080108.0,7,2023-10-28 21:06:00,2023,10,28,21,1847822190,湖南省
火蒂树,246705085,0,0,320000,320200.0,,一本正经的胡说八道，歌词第二句就是“眉南是眼”,5997476494.0,21,2023-10-27 15:57:00,2023,10,27,15,246705085,江苏省
她喜欢抹口红,89117924,0,1,0,100.0,,一个人孤单单的下午。。。。。。?,5996974339.0,2,2023-10-26 12:58:00,2023,10,26,12,89117924,
仟夏_yZAy,8128563338,23,2,1000000,100.0,,如果觉得像可以扒谱 而不是听着像好吗,5996922237.0,6,2023-10-26 09:40:00,2023,10,26,9,8128563338,
鹤顶红_D5CB,8217458247,0,0,230000,231100.0,,？这干啥呢,5996327966.0,0,2023-10-24 21:21:00,2023,10,24,21,8217458247,黑龙江省
泉台歧路,1745223062,0,1,0,100.0,宁如飞萤赴火 不作樗木长春,太喜欢了……,5995518681.0,5,2023-10-23 00:15:00,2023,10,23,0,1745223062,
唯剑与雪,4026691768,33,0,1000000,1003500.0,清风来对阵,慕了[流泪][流泪][流泪],5995289468.0,1,2023-10-22 15:20:00,2023,10,22,15,4026691768,
Carina-QAQ,318120917,0,2,440000,440300.0,,感谢日推??,5995285702.0,1,2023-10-22 15:10:00,2023,10,22,15,318120917,广东省
南瓜米糊_,113662806,27,1,150000,150100.0,,这首是唱了！,5995247043.0,2,2023-10-22 13:23:00,2023,10,22,13,113662806,内蒙古自治区
不老梦不良人,1753216272,20,1,430000,430400.0,超世之才，不拔之志。,惊风一时起，惊梦在此间。,5994909897.0,2,2023-10-21 20:12:00,2023,10,21,20,1753216272,湖南省
唯剑与雪,4026691768,33,0,1000000,1003500.0,清风来对阵,我有一个大胆的想法，临姐最近听的歌会不会就是演唱会上要唱的[奸笑],5994609533.0,5,2023-10-21 02:40:00,2023,10,21,2,4026691768,
晚霞_火云下_萤火丛中_玩耍,397820589,33,1,440000,440500.0,,开头 是lemon tree？,5993908031.0,9,2023-10-19 16:53:00,2023,10,19,16,397820589,广东省
默阁主人,543728093,0,0,620000,620700.0,,“山是眉聚峰，水是眼波横。”,5993874560.0,8,2023-10-19 15:00:00,2023,10,19,15,543728093,甘肃省
梧地,306732085,0,1,440000,440500.0,,就春与青春同照面那句节奏一样，其他还好,5992812965.0,0,2023-10-17 12:04:00,2023,10,17,12,306732085,广东省
梧地,306732085,0,1,440000,440500.0,,春与青春同照面这段节奏一样，其他不同,5992810508.0,0,2023-10-17 12:03:00,2023,10,17,12,306732085,广东省
神权在我手,108551366,36,1,230000,230200.0,,以为是玄觞唱的,5992422156.0,1,2023-10-16 17:25:00,2023,10,16,17,108551366,黑龙江省
pappercut,490986245,33,1,230000,230100.0,许酒亦当平许愁,认证+1，确实搜不到,5992230684.0,0,2023-10-16 11:16:00,2023,10,16,11,490986245,黑龙江省
pappercut,490986245,33,1,230000,230100.0,许酒亦当平许愁,1987我不知会遇见你,5992199723.0,2,2023-10-16 09:40:00,2023,10,16,9,490986245,黑龙江省
今日宜告白,368927171,0,2,0,100.0,那时正逢扬州三月桃花铺满路,真是荒唐，假是缠绵～揉乱琵琶弦～,5992175345.0,2,2023-10-16 07:43:00,2023,10,16,7,368927171,
我要喝番茄汤,543144064,0,2,0,100.0,,跟柠檬树前面开头那部分相似，还和李宇春一首歌曲更像了，忘记叫啥了,5991989816.0,0,2023-10-15 21:13:00,2023,10,15,21,543144064,
天將明YS,3397994055,21,1,460000,469032.0,一生奔赴一场大无畏梦境，世人轻慢或艳羡着你。,对的，就是眼,5991299965.0,1,2023-10-14 14:43:00,2023,10,14,14,3397994055,海南省
